,First Term,Second Term
38351,Ashore/Afloat,Code/Pay
38352,FUND,HOUSING
38353,esoh.service.center,us.af.mil
38354,drought,nerve
38355,cyanamide,tartrate
38356,CANCELLATION,RESOLUTION
38357,ib,ity
38358,BOATS,PLAINTIFFS
38359,Leone,Ted
38360,ive,l~
38361,Navy/AF,Stratolifter
38362,COORDINATION,MONITORING
38363,ACCEPTANCE,METHOD
38364,Phantom,Texan
38365,LABORATORY,WATER
38366,Composting,Transient
38367,Recomputation,Sindhi
38368,acids,scooters
38369,Pancreatic,neoplasia
38370,LUO,father-in-law
38371,AFFIDAVIT,TESTAMENTARY
38372,DEVELOPMENT,STRATEGY
38373,DELETION,EXAMINERS
38374,ROADS,SUBSIDIZED
38375,ADVERSE,DECLASSIFICATION
38376,HARASSMENT,RETALIATION
38377,ESTECHSUPPORT,jane.law
38378,Disrespect,_______________________
38379,DANGER,EXPLOSION
38380,ACQUISITIONS,FORMER
38381,digestive,spring
38382,CALLS,Ethers
38383,Zinc,coverings
38384,Composting,Full-Size
38385,MERCURY,jammer
38386,CONCERNING,DESTROYED
38387,BORROWING,CONCLUSION
38388,COMMON,DELIVERY
38389,boating,cabins
38390,PROHIBITIONS,TESTS
38391,DEBARMENTS,VAN
38392,Inter-facility,QTH
38393,Bible,Falls
38394,CARDHOLDER,NON-DEPLOYABLE
38395,Uighur,uncertified
38396,ROOM,SANCTIONS
38397,RECIPROCAL,WHICH
38398,GOERS,adnexal
38399,tanker/cargo,ventral
38400,Leg,Recorder
38401,Maverick,Twin
38402,Reckless,fetuses
38403,crock,propped
38404,COMPATIBILITY,SHEET
38405,BYP,hexachlorobenzene
38406,U.S.-supported,nolo
38407,lamellar,single-system
38408,FLYING,SECRETARIAL
38409,AGENDA,ENVIRONMENTS
38410,Mbundu,cryogenic
38411,INSTALLED,JUSTIFICATION
38412,Nonphysician,cargo/troop
38413,CURRENCY,FEASIBILITY
38414,Raynauds,vasculitides
38415,MUST,RESEARCHERS
38416,Boron,OASN
38417,REASONABLE,RELIGIOUS
38418,FACILITIES,INVENTORY
38419,Toxaphene,showers
38420,blinds,coverings
38421,Electrician,Kiowa
38422,Rat,Secur~ty
38423,LAT,turbojet
38424,ANALYTE,SKYLIGHTS
38425,DISABILITIES,FOREIGN
38426,Didgnostlc,Resonance
38427,Resign-Not,Termination-Decline
38428,ENDANGERMENT,KICKBACKS
38429,SAFETY,VEHICLE
38430,CARRYING,NON-CARB
38431,DETERMINING,EXTERNAL
38432,Neodymium,_Status
38433,DIMINISHING,KEYS
38434,COURT,SCREENING
38435,EXEMPTION,RULES
38436,ATTEMPT,BURGLARY/BREAKING
38437,CONTINGENCY,FUEL
38438,//dodprocurementtoolbox.com/page/overview/iuid-registry,//www.acq.osd.mil/ie/
38439,alloys,shells
38440,REQUESTS,RETENTION
38441,decommissionings,post-surgical
38442,BIOLOGICAL,GLOBAL
38443,Computer-generated,Non-Combat
38444,Crusader,Penguin
38445,VHF,omni
38446,COMMISSIONING,LIMITATIONS
38447,APPROVED,RECEIPT
38448,Chloroform,Lt
38449,ABSENCE,FATIGUE
38450,DONATED,WITHDRAWALS
38451,Playing,tricks
38452,Fiber,Unsolicited
38453,FURTHER,WRITTEN
38454,assistants/aides,cytological
38455,PRIMARY,PURCHASE
38456,DEPOSIT,ENEMY
38457,assess,evaluate
38458,Blk,wildfire
38459,FUND,INVESTIGATING
38460,Sandstone,WG=Wage
38461,TRANSMISSION,TYPES
38462,SkyTrader,Turbomeca-
38463,Kachin,Sp~ne
38464,CONTRACTING,PERFORMING
38465,asr,omhat
38466,DRUG,SOURCE
38467,FINDINGS,VERIFICATION
38468,Apjxent~ce,Electr~c~an
38469,.kr,.nl
38470,CHILDREN,SENTENCES
38471,ACCIDENT,HIGH
38472,Buffalo,Detroit
38473,DEPLOYMENTS,LIGHT
38474,EVASION,ROOFS
38475,APPOINTMENTS,RESOLUTION
38476,CLOSING,PYROTECHNICS
38477,Tartar,Terrier
38478,APPLICABLE,LOCAL
38479,Helper,SLGR
38480,Kanka,O*Net
38481,Ohio,TN
38482,Quallty,iduc
38483,AH=Stepparent,BB=Common-
38484,EXPLOSIVE,HOLDER
38485,Barney,Joshua
38486,COMPLIANCE,RECIPIENTS
38487,D~esel,Spec~al
38488,circadian,re-traumatization
38489,Neck,Valuation
38490,DMSM-level,www.directives.whs.smil.mil/
38491,Mazanderani,magnetos
38492,NEGOTIATION,SPACES
38493,Blade,Ijaw
38494,IN,ON
38495,SERIOUS,VESSEL
38496,Mounting,benzo
38497,Portugal,spinal
38498,-TM,Gerace
38499,UT,iscel
38500,IDENTIFY,LIVE
38501,DRUG,FEDERAL
38502,GUIDING,THEIR
38503,HAND,NEAR
38504,IDENTIFYING,MONITORING
38505,ACCEPTANCE,EVIDENCE
38506,AFI,LTV
38507,//thomas.loc.gov/cgi-bin/query/z,_______________________________________________________
38508,LIAISONS,RATE
38509,Exhaust,HBK
38510,nucleotide,polymorphisms
38511,Charts,Ural-Altaic
38512,BLANKETS,UPHOLSTERED
38513,..Quire,Tiv
38514,DELAY,EXEMPTION
38515,Lronic,plannmp
38516,code=,yype
38517,Aromatic,Tiv
38518,Correa-Villasenor,D.P
38519,G=Returned,I=Initial
38520,IMPROVISED,REGARDING
38521,APPOINTMENT,INSTITUTION
38522,NREC,NREI
38523,NOISE,SPOUSE
38524,OBSCENE,SLAVES
38525,BELT,p-Cresol
38526,CONTAINERS,DECISIONS
38527,DEMILITARIZED,VESSEL
38528,high-efficiency,screw
38529,CONTAINERS,SKILLS
38530,Boulevard,Richmond
38531,EVENT,IMMEDIATELY
38532,Embarkation,Fences
38533,LIBERTY,TRANSFERS
38534,Centrifuge/distillation,flake
38535,Athletic,Egypt
38536,Electrical/electronics,Fans
38537,AUTOMATED,INTERSTATE
38538,Latrine,Sub-unified
38539,ated,esi
38540,BACTERIA,TEAMS
38541,Alcatraz,FLF
38542,Czech,Estonia
38543,epidural,opioids
38544,Cincinnati,Geoint
38545,OFFENSE_TYPE,Verdict
38546,BOOSTERS,LAUNCHERS
38547,FOREWORD,SessCtrl
38548,FRUIT,SUBSIDIZED
38549,Osan,Termination-Annulment
38550,ECCLESIASTICAL,MODELING
38551,AFFECTING,LINE
38552,DEPLOYMENT,PREVENTION
38553,FATS,MEATS
38554,Acquisition/Procurement,Indentation
38555,COMPENSATION,PRIMARY
38556,AERONAUTICS,SPACES
38557,EXAMINERS,INSECTICIDE
38558,Crypto,SEEKING
38559,INCOMING,LIFECYCLE
38560,Cmftsman,Indonesian
38561,GIVING,INJURE
38562,Maldives,solid-phase
38563,INVESTMENT,OBSERVERS
38564,QT,lymphatic
38565,DEPLOYMENTS,TREATMENT
38566,Bis,Censure
38567,aphasia,dyslexia
38568,Hill,UE
38569,Missouri,Proving
38570,AERIAL,PRECLUDING
38571,carcinoma,sebaceous
38572,Spe~,lecnnlclan
38573,recoilless,unsymmetrical
38574,Plasma,peptic
38575,CLEANING,NEGOTIATION
38576,Lubrication,Tenets
38577,LABELS,TERRITORIAL
38578,Commun~cat~ons,Sub-systems
38579,Akron,S.W
38580,cerebellum,intracerebral
38581,ADJUSTMENT,PAPER
38582,FINDINGS,UTILITY
38583,KY,Mildenhall
38584,AREA,DUTY
38585,APPEALING,HARDSHIP
38586,.pdf,Adobe
38587,LISTS,OBSCENE
38588,DISQUALIFYING,SPACE-AVAILABLE
38589,CLOSED,TOUR
38590,ACCUMULATION,RECEPTACLES
38591,AAB=Right,Ins
38592,Static,Triner
38593,BNT,Wellare
38594,Film/video,Hardwood
38595,FILING,REQUESTING
38596,kg/GJ,monounsaturated
38597,HAVING,TRANSACTIONS
38598,baseband,ultra-wideband
38599,Cylinder,Riboflavin
38600,ADDED,POTENTIALLY
38601,excelsior,felted
38602,INFORMING,REPAID
38603,CANYON,ELDORADO
38604,Grumman,Intruder
38605,CADMIUM,HIGH
38606,ABBREVIATION,SHOCK
38607,PACKAGING,PROVISIONING
38608,NOISE,TERMINATING
38609,Frames,tc~
38610,ABOARD,NON-RENEWAL
38611,Alabama,Camp
38612,Marshall,Palau
38613,ACTS,CLAIM
38614,CONTENT,DELIVERY
38615,Hwy,Montara
38616,AWARDS,ELECTION
38617,endarterectomy,technologies/technicians
38618,greasing,truant
38619,INVENTORY,PEST
38620,Congenita,Dyskeratosis
38621,Divinity/ministry,beryllium
38622,RELEASE,REPORTABLE
38623,Conductive,Propellant
38624,ace,~n
38625,Discontinuing,Incurrence
38626,arts/baker/,pastry
38627,COUNSELING,SURVEILLANCE
38628,Hawkeye,Liftmaster
38629,Ctl,SAM/
38630,IDENTITIES,METHOD
38631,Falls,Texas
38632,Virology,massage
38633,ReadyPre-ProductionPrototypeServices,l~
38634,UNDETERMINED,handcuffing
38635,Kamba,Ultra
38636,Art,Virtual
38637,Beach,WV
38638,INVOLVE,UPPER
38639,FORMATION,WAITLIST
38640,strut,wallboard
38641,genitourinary,reduction-in-force
38642,Hill,Mildenhall
38643,INTERFERENCE,PHOTOGRAPHY
38644,Clubfoot,Pain
38645,MUNITIONS,WORKING
38646,Mohawk,Stinger
38647,Acquisition/Procurement,Demilitarizing
38648,Azores,Hate
38649,REX,genitourinary
38650,REHEARING,STARCHES
38651,Actibity,NZ
38652,Pentachlorophenol,non-releasable
38653,Atoll,Howland
38654,MODE,TRANSPORTABILITY
38655,K=Other,performance-enhancing
38656,Canceling,Canvas
38657,Guinea-Bissau,upholstery
38658,BALANCE,SURVIVORS
38659,LISTS,MITIGATING
38660,HARASSMENT,SPECIMENS
38661,builders,contendere
38662,ALIEN,PRETRIAL
38663,AGENTS,CARDS
38664,Dr.,Wanda
38665,CEMOC,Chloroform
38666,COUNSELING,PREPARING
38667,BEJ,Bedawiyet
38668,Intercultural,PSL
38669,CONTRACTOR,CONTROL
38670,DECEASED,RECONSIDERATION
38671,ketone,tetrytol
38672,LIGHT,ROCKETS
38673,anchors,solid-propellant
38674,Dragonfly,Peacekeeper
38675,REBUTTAL,SUGGESTED
38676,CAPABILITY,COMPLIANCE
38677,CONSISTENT,SITUATIONS
38678,FURNISHINGS,PROPELLANTS
38679,Desert,_______________________________________________________
38680,INTERACTIONS,MANIFESTING
38681,BRANCHES,MALPRACTICE
38682,REVIEWING,TECHNIQUES
38683,Africa/Mideast/,Mid
38684,B-Scale,carinatum
38685,CARDHOLDER,TIMEFRAMES
38686,EXAMINERS,NONALCOHOLIC
38687,nut,stud
38688,FACTOR,FORMER
38689,DEBRIEFINGS,SMALL
38690,Postnet,Rats
38691,Islam,Regulas
38692,Faroe,Memphis
38693,PLANS,WEAPONS
38694,AZ,UT
38695,Engneer,INTITIATIVE
38696,Honolulu,Miami
38697,QUESTIONS,RETURNS
38698,//en.wikipedia.org/wiki/Data,//www.dodworkshops.org/files/ClimateChange/CC-Home.html
38699,CONSIGNEE,CONSOLIDATED
38700,Cas,Georgian
38701,Ic,O=Other
38702,COMPLIANCE,METRICS
38703,INTERNAL,PROCEDURE
38704,EMPLOYMENT,ZONES
38705,ALTERNATIVE,DELAY
38706,Mixer,Recoil
38707,Henoch-Schonlein,Purpura
38708,CHANGING,HARDSHIP
38709,cenwo-eoc,va.gov
38710,//www.farsmarterbids.com/regs/fars/part.php,LSI
38711,NOTIFYING,TISSUE
38712,Censuring,reprimanding
38713,PAPER,SALE
38714,catering,laptops
38715,Mescalero,Shrike
38716,Deeming,Kapingamarangi
38717,BUDGET,OBSERVERS
38718,IMPLIED,_______________________________
38719,dinners,guitar
38720,Hexachlorobutadiene,Toluene
38721,DEVICES,STREET
38722,Bolivia,DANGER
38723,DOMESTIC,PROVIDING
38724,PRACTICES,RECONCILIATION
38725,Methanol,Sulfur
38726,Sealing,semi-closed
38727,Brother,Monochlorofluoropropane
38728,Methodist,churches
38729,RELIGIOUS-ENDORSING,SURVIVORSHIP
38730,antimalarials,lymphatic
38731,Machinist,SN
38732,ILD/Aboveground,No-Fee
38733,France,Spain
38734,Norquist,Paul
38735,BUILDING,JUSTIFICATION
38736,OCCURS,PASSWORDS
38737,Ralph,inward
38738,INSERTS,TARGET
38739,CONCERNING,IMMEDIATELY
38740,CHAPLAIN,COUNT
38741,seasoning,sodium-free
38742,INCOME,VESSELS
38743,cyanide,torpedo
38744,MAY,WILL
38745,Disciplines,Graduate-Level
38746,Nevada,Wilson
38747,DEFECTIVE,PRE-PACK
38748,BASIS,CUSTODY
38749,Astronaut,unwaived
38750,CIVILIAN,REQUIRING
38751,Fauquier,S.W
38752,LICENSE,SUBSTANTIATED
38753,DISCONTINUING,PANEL
38754,ASSOCIATION,COMPATIBILITY
38755,CASES,COMMODITIES
38756,QUANTITY,WARFARE
38757,JUDGE,SUBSIDIZED
38758,ASSOCIATION,DEFAULT
38759,ENROLLMENT,SURVEILLANCE
38760,Hexachlorobenzene,inversion
38761,FORMER,RELIGIOUS
38762,EXTERIOR,HEALTHCARE
38763,CORPS,RATE
38764,MAINTAINING,TRUST
38765,THREATENING,TOPIC
38766,Awarinitsch,elevator
38767,Martin,Salt
38768,COMMUNICATIONS,MEDIA
38769,DIFFERENCES,UNDERSTANDING
38770,FRATERNIZATION,NONCOMMISSIONED
38771,ELECTRICAL,MEDICALLY
38772,ay,bk
38773,MACHINE/DEVICE,RESTORED
38774,Cyprus,Prakash
38775,Lynne,Paul
38776,Chlorotrifluoromethane,Suncoast
38777,Runway,SPECTRAL
38778,Chlorinated,p-TDE
38779,EXAMPLES,SECONDARY
38780,LUGGING,WASTES
38781,G=Government,R=Religious
38782,horses,pipefitting
38783,CERTIFICATE,POINTS
38784,/PersonBirthDate,Comms
38785,Djibouti,Slovakia
38786,INSPECTION,SAFEGUARDING
38787,EXPLOSION,PRESENTING
38788,Ensembles,nuts
38789,Propellant,Pyrotechnic
38790,GCWAGX,Hmong
38791,ORDERED,PROGRESSION
38792,DEFRAUD,HOUSEBREAK
38793,CORE,UNIQUE
38794,Collimator,Klystron
38795,biophysical,mechanization
38796,CATASTROPHE,COMPLEX
38797,AFFAIRS-RELATED,REQUIRES
38798,Bahrain,Portugal
38799,Embarkation,Triner
38800,J.A,Raynauds
38801,ANNUAL,WEAPON
38802,Antonio,Kelly
38803,LODGING,RELIGIOUS
38804,DEMONSTRATIONS,LOCAL
38805,CHALLENGES,PATH
38806,Grass,Twin
38807,FIJ,Funcflonal
38808,Intercultural,Recoordinations
38809,Osan,Shaw
38810,MEDIASTINUM,OUTFITS
38811,BALLOTING,POST-TRIAL
38812,Africa/Mideast/,S.W
38813,duct,taping
38814,rhythm,soluble
38815,RETENTION,SEPARATION
38816,ALLOWANCE,HANDLING
38817,CONNECTION,TREATMENT
38818,ECCLESIASTICAL,TRANSACTIONS
38819,ADDENDUMS,EXAMINERS
38820,Granulomatous,suppurativa
38821,COMMUNICATE,TMA/PROGRAM
38822,IN-THEATER,PRICE
38823,GUIDONS,TAPE
38824,CONVERSIOK,CONVERSlON
38825,Kanka,Lychner
38826,MILT,SENTINEL
38827,Adjuvants,_____SUBSTANTIVE
38828,MEDIASTINUM,OPENINGS
38829,CAUSE,FREQUENCY
38830,AFFILIATION,HANDLING
38831,Osan,WK
38832,CONSTRUCTION,NEWS
38833,ALLOW,COHABITATION
38834,ROCKETS,VIDEOGRAPHY
38835,INVOLVE,RADIOACTIVE
38836,butoxyethyl,ester
38837,ASSAULT/HOMICIDE,REMAILING
38838,BURN,OPEN-AIR
38839,SEXUALLY,TELEPHONE
38840,Landing,Welldeck
38841,Dissolved,SLV
38842,Pllot,~-
38843,INVESTMENT,UTILITY
38844,sinkholes,tsunamis
38845,HYPODERMIC,USML//REL
38846,INTEGRATED,MONTHLY
38847,A.,MacStravic
38848,amphetamines,tropical
38849,RESULTING,TAKEN
38850,gypsum,plaster
38851,APPRAISE,UNABLE
38852,anti-tank,genitourinary
38853,Chinese-Huizhou,chlordane
38854,MMARY,SU
38855,//RESTRICTED,NOTIFYING
38856,FRH,flameless
38857,NONCOMMISSIONED,PETTY
38858,DOMICILE/RESIDENCE,TALKING
38859,bz,ch
38860,Twin,Viking
38861,Kyrgyzstan,dimethyl
38862,Dossier,Pre-approval
38863,Burkina,McDonald
38864,DEGREE,WITNESSES
38865,Ft,Kauai
38866,Bulgaria,Slovenia
38867,multiplied,multiplying
38868,hidradenitis,spinach
38869,ALTERNATIVE,NOTIFICATION
38870,Non-Classified,Wire-service
38871,APPROPRIATIONS,INCOME
38872,ag,ai
38873,Demo,Shortness
38874,APPEAL,FULL
38875,OTHER,OVERSEAS
38876,QMLs,QPLs
38877,Incident/Report,Occurred
38878,Kadena,MN
38879,Picklists,Time-Based
38880,defrned,deilned
38881,January,June
38882,LIAISON,MEMBER
38883,AFFILIATION,REPAIR
38884,IStatislician,I~ortheayt
38885,ELECTRONIC,RELEASE
38886,DRY,PROPELLANTS
38887,PHOTOGRAPHY,TODDLERS
38888,Awarinitsch,Sudow
38889,Cayman,RAF
38890,Tramng,skateboards
38891,APPROVALS,FORECASTING
38892,BAKER//WAIVED,SECRET//SAR-RED
38893,INVESTIGATIONS,PREVENTION
38894,Fuselage,Stallion
38895,Massachusetts,Texas
38896,Halotron,aunch~ng
38897,INDECENT,THREATENING
38898,DEVICES,HIGH
38899,K.,Worth
38900,AGENT,INDUSTRIAL
38901,Ic,Transporting/Importing
38902,Aberdeen,Ft
38903,cantaloupe,kiwi
38904,MAKE,PATRONS
38905,AND/OR,INITIAL
38906,Hill,Moody
38907,COSTS,POLICE
38908,Lowland,WEN
38909,Broadband,Incidentally
38910,RESULTING,WILL
38911,ACQUISITION-CODED,GUIDONS
38912,Guam,Islands
38913,SYCAN,cannabinoids
38914,N.E.,Wisconsin
38915,AMERICAN,OCCURS
38916,CIRCULATION,TRAIT
38917,ENEMY,VIOLENT
38918,FLEXIBLE,SPILL
38919,Electricity,KIA
38920,DlRSup,Sh~ps
38921,MANDATORY,PROCESSING
38922,Ethers,Landfill
38923,COMPLEXITY,DRIVERS
38924,INDEPENDENT,PETROLEUM
38925,CLASSES,ENDORSEMENTS
38926,COMPUTER,CONVERSlOh
38927,CONFIRMATORY,NON-DEPLOYABLE
38928,ammonium,tetrachloride
38929,AREA,ITEM
38930,HOLDER,TASKS
38931,IMPACT,OTHERS
38932,BOILERS,QUESTION
38933,FUND,REVIEWING
38934,D=Criminal,crowds
38935,Penguin,Zap
38936,Navassa,Reef
38937,Impractical,TK
38938,Diagnostr,MCOS
38939,EARS,Harmonic
38940,LOAC,Theriogenology
38941,Conscientious,Runway
38942,Hill,Oklahoma
38943,Ft.,WV
38944,sec-Amyl,tartrate
38945,ra,ut
38946,dysgenesis,vagina
38947,Sudan,WI/Poly
38948,Gmbh,Lippincot
38949,MATERIALS,STRATEGY
38950,Composting,Mend
38951,SECONDARY,VALOR
38952,Northland,ssle
38953,Curing,Turkic
38954,Arab,Emirates
38955,Cobra,Maverick
38956,Hyde,Springfield
38957,CATASTROPHIC,RETIRED
38958,CONVERSlON,OCCURS
38959,MISCONDUCT,PROFESSIONAL
38960,AJ=Clearance,KAM
38961,Occupat~onal,Physlcal
38962,INSECTICIDE,MITIGATING
38963,QT,scalp
38964,Syndrome,corneal
38965,Georgia,Houston
38966,MANAGERS,MONITORING
38967,CAMPAIGN,RULE
38968,CONTAINING,RECOMBINANT
38969,sail,scuba
38970,Apprehending,histaminergic
38971,ESPIONAGE,PRESENTING
38972,BASE,FAMILY
38973,NAN,bucket
38974,Incineration,sextant
38975,ASSIGNMENT,CYBERSECURITY
38976,ANCILLARY,CLEANING
38977,FIREFIGHTING,WILDLAND
38978,Parasitology,poliomyelitis
38979,LISTINGS,PORNOGRAPHY
38980,Illinois,Worth
38981,vintage,warbird
38982,OBSERVERS,THEIR
38983,dodig.mil,osd.mil
38984,carbamates,sedimentation
38985,FACILITY,THAT
38986,AAW,G=Returned
38987,Stamps-by-Phone,Trichlorodifluoropropane
38988,ABUSED,FOREIGN-BORN
38989,CLEARANCE,GUIDELINES
38990,CONCEPTUAL,LASER
38991,Segregating,Teleconferences
38992,Barbara,Westgate
38993,TV-guided,rst
38994,Retirement-Mandatory,Retirement-Optional
38995,DEFECTIVE,NETWORK
38996,Ankara,Willow
38997,fountains,pans
38998,Beckett,Prediction
38999,ELECTRONIC,RESOLUTION
39000,davenport,generalizes
39001,CARE,LANGUAGE
39002,COMBINATIONS,SLAVES
39003,Apperidix,zn
39004,PLANT,PUBLICATIONS
39005,CANCELLATION,DECISIONS
39006,FILTRATION,Teledyne
39007,HARBOR,QUIT
39008,BINS,VAPOR
39009,IRREGULARITIES,OPERATED
39010,FINDING,RELATIONSHIP
39011,KFIR,Trim
39012,PAPERWORK,PREVENT
39013,ents,knee
39014,METHODOLOGY,OVERALL
39015,Ferry,Outsourcing
39016,PRIORITIES,SOURCING
39017,CORRECTIONS,DIRECTORY
39018,Maiming,TJ
39019,SOLUTION,TRANSACTIONS
39020,snakes,weirs
39021,MN,Youngstown
39022,LEWD,RENDERING
39023,EXPORT,YOU
39024,NATURALLY,SEALS
39025,Angeles,Los
39026,difluoride,tetrachloroethane
39027,GRANT,LABELS
39028,K=Other,L=Amphetamines/
39029,DATA-N,Hexachlorofluoropropane
39030,LARCENY,MURDER
39031,ENGAGEMENT,INFECTIOUS
39032,IMPACT,PROTECT
39033,Monochlorohexafluoropropane,Re-computes
39034,Chu,WI
39035,KUC,Office-Reassignment
39036,AIRCRAFT,REGIONAL
39037,Fixed-,Person-Examination-
39038,Hitch,Tourist
39039,Elevator,Landing
39040,GR,interstage
39041,MEMORANDUM,SHOWN
39042,Ops,Plotting
39043,Cam,non-powered
39044,Magnetic,Mechanical
39045,NREI,NRLC
39046,Min,Shelton
39047,BOARD,COUNCIL
39048,PREMEDITATED,SEDITION
39049,Adsorberg,Louisville
39050,bo,bq
39051,ASN,Adyghe
39052,Selenious,dithallium
39053,CONDITIONAL,DECISION
39054,buttocks,mTBI
39055,MOUTH,SUBSIDIZED
39056,NARRATIVE,STALKING
39057,Jefferson,Orange
39058,PROCEEDINGS,PROCESSES
39059,potholes,sloughs
39060,POLYGRAPH,TERMINATION
39061,ADMINISTERING,STEAL
39062,CONCEPT,DETERMINE
39063,Dakota,Somalia
39064,RETAINING,TITLED
39065,air-cushion,littoral
39066,FLIGHT,SURVIVOR
39067,B-I,D/O
39068,bows,coils
39069,COMPUTER,ECCLESIASTICAL
39070,NECESSARY,STORES
39071,MUTINY,QTY
39072,ASH,WV
39073,ASSORTMENT,DEPARTMENTAL
39074,Cyprus,Liberia
39075,femoral,mockery
39076,methyl,probes
39077,AIEP,FWP
39078,PROPERTIES,SALE
39079,Command-Sponsored,Microform
39080,Azores,Singapore
39081,FUEL,POSTAGE
39082,doubles,stunt
39083,LUGGING,PEAK
39084,Larceny,Sodomy
39085,DETAINEE,QUALIFYING
39086,FUND,NOISE
39087,Rein,is_composed_of
39088,CONGRESSIONAL,VEHICLE
39089,KY,Sam
39090,PORTIONS,UNIDENTIFIED
39091,Analysls,Contiol
39092,Curtis,LeMay
39093,ACCESS,FOREIGN
39094,CASTING,CURING
39095,ACTIVE-DUTY,INSURANCE
39096,COMPOSITE,WORKERS
39097,Directorate/Labor,Neoplasia
39098,LIFECYCLE,ORGANIZATION-
39099,ACTIONS,MATERIAL
39100,Hagel,Tungusu
39101,COURSE,EMPLOYEE
39102,ENDURING,LOCATIONS
39103,FORMER,PROVIDERS
39104,Itself,MRG
39105,D.P,M.C
39106,DAY,PUBLICATION
39107,DEFECTIVE,PROBE
39108,hypoglycemia,nesideoblastosis
39109,Detroit,Sunny
39110,DECEASED,SAMPLES
39111,Shims,coefficient
39112,Atoll,William
39113,INVESTIGATION,USING
39114,AGREEMENT,RATE
39115,Amraft,Journeyman
39116,DEPENDENT,DISCRIMINATION
39117,flu,stamina
39118,ABANDONED,YOUR
39119,Christ,Church
39120,Chlorambucil,Propane
39121,Powder,grinders
39122,Pharmacoeconomics/,Tetum
39123,Bankers,Scotland/Eastern
39124,Aztec,Viking
39125,CASE,MIX
39126,PRETENSE,RECEIVE/CONCEAL/BUY
39127,Letter-Size,unwaived
39128,DETECTING,IPMCS
39129,LEGISLATIVE,PENNANTS
39130,posterior,scrotal
39131,CHAMBERS,INVESTMENT
39132,AGGRAVATED,GRIEVOUS
39133,ENCRYPTION,PROPELLANTS
39134,cerebral,palsy
39135,possible,practicable
39136,DLHinsert,Tourist
39137,DESTRUCTION/ACTS,TRANSCENDING
39138,GENITAL,MANIFESTING
39139,NEVER,ZONE
39140,breech,vagina
39141,COVERED,INVESTIGATIONS
39142,REQUESTED,UNIQUE
39143,race,religion
39144,shaking,sonication
39145,Turbojet,medium-sized
39146,ASSURANCE,SURVEILLANCE
39147,Imaging,Synthetic
39148,Firebee,Harpoon
39149,EQN,kg/day
39150,DAMAGED,VESSELS
39151,Scars,keloids
39152,Dinoseb,husks
39153,Diebold,Remington
39154,DEEMED,SUGGESTED
39155,ai,bm
39156,ATLANTIC,Spec~al~st
39157,Hermaphroditism,aneurysm
39158,COMPARABILITY,TRANSACTIONS
39159,Adjuvants,Grease
39160,BDU,bromide
39161,histaminergic,urticarial
39162,AMOUNT,CUSTOMER
39163,Isakson,Johnny
39164,AAD=Scalp,Lnglneer
39165,INVESTMENT,PLUGS
39166,AGENDA,VENTING
39167,Honolulu,Vaporc
39168,Hydrazine,ferrites
39169,GUARDIAN,PREVIOUSLY
39170,Boulevard,Jackson
39171,ELECTRICAL,POSTMARKING
39172,Tadjik,cv
39173,Akrotira,ENCOUNTERED
39174,Fuuta,Optics/optical
39175,chromate,hypochlorite
39176,Hill,Tioga
39177,POLICE,SUCH
39178,Ethylene,Na
39179,immunology,woodworking
39180,Juan,MN
39181,IONIZATION,MALIGNANCIES
39182,Knee,Plotting
39183,Brunswick,Manganese
39184,Diameter,HDD
39185,BLOOD,STEROIDS
39186,AIRLIFT,SUITABILITY
39187,nonabrasive,solenoid
39188,Polaris,Solid-fuel
39189,punching,tearing
39190,CONSERVATION,INDEPENDENT
39191,EXPLOSIVES,MAINTENANCE
39192,DOMESTIC,PREVIOUSLY
39193,Ophthalmic,Skagerrak
39194,MALPRACTICE,WAX
39195,Erie,G=Returned
39196,intracerebral,noninterference
39197,selector,thanks
39198,METRICS,PERFORMANCE
39199,HAZARD,MEDIA
39200,Engneer,Rotax
39201,THEIR,UTILITY
39202,Paraguay,posteroanterior
39203,Prakash,WV
39204,Sodium,sulfate
39205,Somalia,WI
39206,CARRY,RULE
39207,EDUCATIONAL,RECRUITING
39208,aldehyde,vests/Individual
39209,THEM,hand-written
39210,//www.dla.mil/,mylar
39211,Aeronaut~cal,Technlclan
39212,Greece,Italy
39213,//www.dod.mil/cio-nii/docs/DoD_CIO_ExecutiveBoardCharter.pdf,WRITINGS
39214,JJ,Tajik
39215,ADJUDICATION,PURPOSES
39216,COMPENSATION,PARTIAL
39217,Slovenia,hallucinogens
39218,Fare,UTILITIES
39219,FORMER,SPOUSE
39220,Nassau,Palmyra
39221,Afford,GM=Gram
39222,APPROVALS,PROJECT-SPECIFIC
