,hyponym,hypernym,proposed_label
10444,weapon warhead,their component,0.0
10445,rocket,their component,0.0
10446,pyrotechnic,their component,2.0
10447,fuse,their component,2.0
10448,primer,their component,2.0
10449,all hand hold weapon,demilitarization of small arm,0.0
10450,bayonet,demilitarization of small arm,0.0
10451,their component,demilitarization of small arm,2.0
10452,associate materiel,demilitarization of small arm,0.0
10453,salvage,service,2.0
10454,preservation,service,2.0
10455,service,fleet support,0.0
10456,maintenance approach,optimum failure management strategy,0.0
10457,environmental law,a similarly critical consideration,0.0
10458,the ability,a similarly critical consideration,0.0
10459,health monitoring,technology,2.0
10460,prognostic,technology,2.0
10461,the identification,the dod approve rcm process,0.0
10462,calendar time,any unit,2.0
10464,operate hour,any unit,2.0
10465,cycle,any unit,2.0
10466,hardware redesign,the recommendation,0.0
10467,age exploration task,the establishment of activity,0.0
10468,fleet leader program,the establishment of activity,0.0
10469,dedicated monitoring program,the establishment of activity,0.0
10470,change to the maintenance program,update,0.0
10471,number of personnel,datum element,0.0
10472,number of work,datum element,1.0
10473,drawing,ownership of key datum,0.0
10474,maintenance procedure,ownership of key datum,0.0
10475,rcm,ownership of key datum,0.0
10476,calendar time,unit,0.0
10477,operate hour,unit,0.0
10478,mile,unit,2.0
10479,organic or unique military capability,military materiel,0.0
10480,performance base logistic arrangement,military materiel,0.0
10481,robust effective management information,military materiel,0.0
10482,commercial sector support,military materiel,0.0
10483,direct cost,the datum call workbook structure,0.0
10484,nine worksheet,the dcfw,0.0
10485,16 worksheet,the mccw,0.0
10486,the variable cost,calculation,2.0
10487,direct costs,organic contractor augmentee,2.0
10488,facility,availability of resource,0.0
10489,tool,availability of resource,0.0
10490,test equipment,availability of resource,0.0
10492,technical publication,availability of resource,0.0
10493,train maintenance personnel,availability of resource,0.0
10494,engineering support,availability of resource,0.0
10495,spare part,availability of resource,0.0
10496,raw material,all item,0.0
10497,standard and specialized part,all item,1.0
10498,sub,all item,0.0
10499,cost of hazardous waste management,esoh costs,2.0
10500,hazardous material management,esoh costs,2.0
10501,mishap,esoh costs,0.0
10502,occupational health and safety violation,esoh costs,2.0
10503,environmental notices of violations,esoh costs,0.0
10504,air and water pollution control permit,esoh costs,2.0
10505,emission control equipment,esoh costs,0.0
10506,personal protection equipment,esoh costs,0.0
10507,occupational physical,esoh costs,0.0
10508,disability payment,esoh costs,0.0
10509,nitrogen,special gas,0.0
10510,helium,special gas,0.0
10511,tablet,those material,0.0
10512,pen,those material,0.0
10513,pencil,those material,0.0
10514,stapler,those material,0.0
10515,item,those material,0.0
10516,tablet,those material,0.0
10517,pen,those material,0.0
10518,pencil,those material,0.0
10519,stapler,those material,0.0
10520,item,those material,0.0
10521,indirect time of direct employee,it,0.0
10522,appropriate facility,administrative and logistic support,0.0
10523,safety,relate technical area,2.0
10524,environmental protection,relate technical area,2.0
10525,demil,relate technical area,0.0
10526,tsc,relate technical area,2.0
10527,the retrieval,issa,2.0
10528,secure storage,issa,2.0
10529,subsequent determination of the appropriate disposition of classified property,issa,2.0
10530,part,requirement,2.0
10531,uii,require data element,2.0
10532,require data element,commerce,0.0
10533,property,exception,0.0
10534,property,exception,0.0
10535,avionic,specialized item,2.0
10536,item,specialized item,1.0
10537,generator prepare batchlot,one hard copy on physical transfer,0.0
10538,centrifuge,lab equipment,2.0
10539,biological incubator,lab equipment,2.0
10540,nsn,the custodial activity with request item identification number,0.0
10541,dtid number,the custodial activity with request item identification number,0.0
10542,uii,the custodial activity with request item identification number,0.0
10543,all transportation cost during the year,the service,0.0
10544,the cost of preparation,incident to the loan of this property,0.0
10545,the cost,expense incident to the donation,0.0
10546,transportation cost,property,2.0
10547,linear bar code,carrier technology,2.0
10548,two,carrier technology,2.0
10549,any assemble element,a major component,0.0
10550,both major component,reference in the ccl to component,0.0
10551,minor component,reference in the ccl to component,0.0
10552,magnetic particle,activity as a result of destructive and nondestructive test method,0.0
10553,liquid penetrant,activity as a result of destructive and nondestructive test method,0.0
10554,radiographic testing,activity as a result of destructive and nondestructive test method,0.0
10555,a childcare center,research for any program,0.0
10556,school,research for any program,2.0
10557,college,research for any program,0.0
10558,university,research for any program,2.0
10559,school,research for any program,2.0
10560,research for any program,educational program,0.0
10561,assembly,government furnish materiel,2.0
10562,component,government furnish materiel,2.0
10563,part,government furnish materiel,2.0
10564,property,hp,2.0
10565,pier,subsidiary facility,2.0
10566,maritime academy,educational activity,2.0
10567,military naval or air force preparatory school,educational activity,2.0
10568,junior college,educational activity,2.0
10569,institute,educational activity,2.0
10570,handgun,they,0.0
10571,heavy machine gun,they,0.0
10572,litter,product,0.0
10573,rubbish,product,0.0
10574,cooked grease,product,0.0
10575,a concatenated uii,the term,0.0
10576,policy for fepp,dod materiel disposition policy,2.0
10577,a restrictive resale provision,all sale,0.0
10578,any functional or supervisory responsibility,whose duty,1.0
10579,the date of the estimate,the estimate fair market value,0.0
10580,name of the estimator,the estimate fair market value,0.0
10581,a government,maximum free publicity through site,0.0
10582,mutilation residue,ccl property,2.0
10583,file maintenance,contract folder,1.0
10584,disposition,contract folder,0.0
10586,license,all pertinent documentation,1.0
10587,pre award survey,all pertinent documentation,0.0
10588,a statement,full justification,0.0
10589,shipment,dla disposition services,2.0
10590,material,recyclable material,0.0
10591,mli,item,2.0
10592,not only material generating profit,additional recyclable material,0.0
10593,small arm,excess dod property,0.0
10594,light weapon,excess dod property,0.0
10595,ammunition,excess dod property,2.0
10597,counterterrorism activity,federal and state leas,0.0
10598,hp through a service contract,personal property through dla disposition services for disposal,0.0
10599,use battery,customer by the military exchange,0.0
10600,tire,customer by the military exchange,0.0
10601,oil,customer by the military exchange,0.0
10602,any non defense executive agency,these organization,1.0
10603,any member,these organization,0.0
10604,a carrier,item of a strictly postal nature,0.0
10605,mainframe,eligible equipment,2.0
10607,federal executive agency,the purpose of issue of excess property,1.0
10608,the arms export control act,regulation,2.0
10609,the arms export control act,regulation,2.0
10610,transportation cost,property,2.0
10611,any assemble element,a major component,0.0
10612,both major component,reference in the ccl to component,0.0
10613,minor component,reference in the ccl to component,0.0
10614,a childcare center,research for any program,0.0
10615,school,research for any program,2.0
10616,college,research for any program,0.0
10617,university,research for any program,2.0
10618,school,research for any program,2.0
10619,research for any program,educational program,0.0
10621,component,government furnish materiel,2.0
10622,part,government furnish materiel,2.0
10623,agency,it,0.0
10624,property,hp,2.0
10625,pier,subsidiary facility,2.0
10626,adherence to a control process,a qrp,0.0
10627,handgun,they,0.0
10628,heavy machine gun,they,0.0
10629,solid waste material,discard material,0.0
10630,fms,legislative approval,0.0
10631,leas,legislative approval,0.0
10632,fire fighter,legislative approval,0.0
10633,a concatenated uii,the term,0.0
10634,a dod,the term,0.0
10635,uneconomically repairable wreck or damage aircraft,this category,0.0
10636,guard and reserve units,marine corps,2.0
10637,occupational safety and health administration,the packaging,0.0
10638,usable protective mask in sccs a,disposal guidance of type of cde,0.0
10639,b,disposal guidance of type of cde,0.0
10640,cde,disposal guidance of type of cde,0.0
10641,jacket,this restriction,0.0
10642,trouser,this restriction,0.0
10643,shirt,this restriction,0.0
